 MAVIR MKp - Adatok letõltése;
;
Létrehozás dátuma: 2019.06.04.;
Létrehozás idõpontja: 8:52;
Adatok letõltése az alábbi helyrõl:;EONEROMU;
;
Mérési pont ID + Mutatószám(ok);
1: HU000120B11-U-NAPE-SZIGVA-0400-32 // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) (DPID: 16691) // 2.29.99.128  TG15 A-;

Egyedi értékek;
Mérési idõszak (perc);15;;;;
Mennyiségi egység;kW;;;;
Dátum / idõ;1. Adatsor;Állapot;Hihetoség;
2018.08.16. 12:45;342,038;W;E (1);
2018.08.16. 13:00;315,497;W;E (1);
2018.08.16. 13:15;448,202;W;E (1);
2018.08.16. 13:30;263,314;W;E (1);
2018.08.16. 13:45;224,999;W;E (1);
2018.08.16. 14:00;146,374;W;E (1);
2018.08.16. 14:15;311,506;W;E (1);
2018.08.16. 14:30;149,168;W;E (1);
2018.08.16. 14:45;392,526;W;E (1);
2018.08.16. 15:00;125,919;W;E (1);
2018.08.16. 15:15;213,524;W;E (1);
2018.08.16. 15:30;321,284;W;E (1);
2018.08.16. 15:45;155,454;W;E (1);
2018.08.16. 16:00;123,624;W;E (1);
2018.08.16. 16:15;257,626;W;E (1);
2018.08.16. 16:30;250,342;W;E (1);
2018.08.16. 16:45;226,396;W;E (1);
2018.08.16. 17:00;205,143;W;E (1);
2018.08.16. 17:15;193,569;W;E (1);
2018.08.16. 17:30;164,034;W;E (1);
2018.08.16. 17:45;106,163;W;E (1);
2018.08.16. 18:00;119,234;W;E (1);
2018.08.16. 18:15;95,587;W;E (1);
2018.08.16. 18:30;60,864;W;E (1);
2018.08.16. 18:45;38,514;W;E (1);
2018.08.16. 19:00;23,647;W;E (1);
2018.08.16. 19:15;14,268;W;E (1);
2018.08.16. 19:30;8,182;W;E (1);
2018.08.16. 19:45;3,692;W;E (1);
2018.08.16. 20:00;0,598;W;E (1);
2018.08.16. 20:15;0,000;W;E (1);
2018.08.16. 20:30;0,000;W;E (1);
2018.08.16. 20:45;0,000;W;E (1);
2018.08.16. 21:00;0,000;W;E (1);
2018.08.16. 21:15;0,000;W;E (1);
2018.08.16. 21:30;0,000;W;E (1);
2018.08.16. 21:45;0,000;W;E (1);
2018.08.16. 22:00;0,000;W;E (1);
2018.08.16. 22:15;0,000;W;E (1);
2018.08.16. 22:30;0,000;W;E (1);
2018.08.16. 22:45;0,000;W;E (1);
2018.08.16. 23:00;0,000;W;E (1);
2018.08.16. 23:15;0,000;W;E (1);
2018.08.16. 23:30;0,000;W;E (1);
2018.08.16. 23:45;0,000;W;E (1);
2018.08.17. 0:00;0,000;W;E (1);
2018.08.17. 0:15;0,000;W;E (1);
2018.08.17. 0:30;0,000;W;E (1);
2018.08.17. 0:45;0,000;W;E (1);
2018.08.17. 1:00;0,000;W;E (1);
2018.08.17. 1:15;0,000;W;E (1);
2018.08.17. 1:30;0,000;W;E (1);
2018.08.17. 1:45;0,000;W;E (1);
2018.08.17. 2:00;0,000;W;E (1);
2018.08.17. 2:15;0,000;W;E (1);
2018.08.17. 2:30;0,000;W;E (1);
2018.08.17. 2:45;0,000;W;E (1);
2018.08.17. 3:00;0,000;W;E (1);
2018.08.17. 3:15;0,000;W;E (1);
2018.08.17. 3:30;0,000;W;E (1);
2018.08.17. 3:45;0,000;W;E (1);
2018.08.17. 4:00;0,000;W;E (1);
2018.08.17. 4:15;0,000;W;E (1);
2018.08.17. 4:30;0,000;W;E (1);
2018.08.17. 4:45;0,000;W;E (1);
2018.08.17. 5:00;0,000;W;E (1);
2018.08.17. 5:15;0,000;W;E (1);
2018.08.17. 5:30;0,000;W;E (1);
2018.08.17. 5:45;0,000;W;E (1);
2018.08.17. 6:00;0,499;W;E (1);
2018.08.17. 6:15;3,692;W;E (1);
2018.08.17. 6:30;9,279;W;E (1);
2018.08.17. 6:45;16,862;W;E (1);
2018.08.17. 7:00;30,831;W;E (1);
2018.08.17. 7:15;45,199;W;E (1);
2018.08.17. 7:30;62,361;W;E (1);
2018.08.17. 7:45;71,840;W;E (1);
2018.08.17. 8:00;62,960;W;E (1);
2018.08.17. 8:15;125,321;W;E (1);
2018.08.17. 8:30;162,039;W;E (1);
2018.08.17. 8:45;177,105;W;E (1);
2018.08.17. 9:00;196,362;W;E (1);
2018.08.17. 9:15;218,414;W;E (1);
2018.08.17. 9:30;238,568;W;E (1);
2018.08.17. 9:45;258,624;W;E (1);
2018.08.17. 10:00;277,482;W;E (1);
2018.08.17. 10:15;291,850;W;E (1);
2018.08.17. 10:30;306,916;W;E (1);
2018.08.17. 10:45;319,289;W;E (1);
2018.08.17. 11:00;331,661;W;E (1);
2018.08.17. 11:15;340,042;W;E (1);
2018.08.17. 11:30;352,814;W;E (1);
2018.08.17. 11:45;362,293;W;E (1);
2018.08.17. 12:00;370,574;W;E (1);
2018.08.17. 12:15;376,162;W;E (1);
2018.08.17. 12:30;383,047;W;E (1);
2018.08.17. 12:45;384,942;W;E (1);
2018.08.17. 13:00;384,444;W;E (1);
2018.08.17. 13:15;390,131;W;E (1);
2018.08.17. 13:30;394,721;W;E (1);
2018.08.17. 13:45;383,646;W;E (1);
2018.08.17. 14:00;316,096;W;E (1);
2018.08.17. 14:15;373,768;W;E (1);
2018.08.17. 14:30;373,069;W;E (1);
2018.08.17. 14:45;250,941;W;E (1);
2018.08.17. 15:00;252,238;W;E (1);
2018.08.17. 15:15;336,251;W;E (1);
2018.08.17. 15:30;179,999;W;E (1);
2018.08.17. 15:45;116,041;W;E (1);
2018.08.17. 16:00;192,770;W;E (1);
2018.08.17. 16:15;67,948;W;E (1);
2018.08.17. 16:30;145,176;W;E (1);
2018.08.17. 16:45;167,626;W;E (1);
2018.08.17. 17:00;186,884;W;E (1);
2018.08.17. 17:15;103,270;W;E (1);
2018.08.17. 17:30;143,281;W;E (1);
2018.08.17. 17:45;121,030;W;E (1);
2018.08.17. 18:00;97,782;W;E (1);
2018.08.17. 18:15;74,135;W;E (1);
2018.08.17. 18:30;54,179;W;E (1);
2018.08.17. 18:45;36,419;W;E (1);
2018.08.17. 19:00;23,448;W;E (1);
2018.08.17. 19:15;14,168;W;E (1);
2018.08.17. 19:30;7,782;W;E (1);
2018.08.17. 19:45;3,193;W;E (1);
2018.08.17. 20:00;0,399;W;E (1);
2018.08.17. 20:15;0,000;W;E (1);
2018.08.17. 20:30;0,000;W;E (1);
2018.08.17. 20:45;0,000;W;E (1);
2018.08.17. 21:00;0,000;W;E (1);
2018.08.17. 21:15;0,000;W;E (1);
2018.08.17. 21:30;0,000;W;E (1);
2018.08.17. 21:45;0,000;W;E (1);
2018.08.17. 22:00;0,000;W;E (1);
2018.08.17. 22:15;0,000;W;E (1);
2018.08.17. 22:30;0,000;W;E (1);
2018.08.17. 22:45;0,000;W;E (1);
2018.08.17. 23:00;0,000;W;E (1);
2018.08.17. 23:15;0,000;W;E (1);
2018.08.17. 23:30;0,000;W;E (1);
2018.08.17. 23:45;0,000;W;E (1);
2018.08.18. 0:00;0,000;W;E (1);
2018.08.18. 0:15;0,000;W;E (1);
2018.08.18. 0:30;0,000;W;E (1);
2018.08.18. 0:45;0,000;W;E (1);
2018.08.18. 1:00;0,000;W;E (1);
2018.08.18. 1:15;0,000;W;E (1);
2018.08.18. 1:30;0,000;W;E (1);
2018.08.18. 1:45;0,000;W;E (1);
2018.08.18. 2:00;0,000;W;E (1);
2018.08.18. 2:15;0,000;W;E (1);
2018.08.18. 2:30;0,000;W;E (1);
2018.08.18. 2:45;0,000;W;E (1);
2018.08.18. 3:00;0,000;W;E (1);
2018.08.18. 3:15;0,000;W;E (1);
2018.08.18. 3:30;0,000;W;E (1);
2018.08.18. 3:45;0,000;W;E (1);
2018.08.18. 4:00;0,000;W;E (1);
2018.08.18. 4:15;0,000;W;E (1);
2018.08.18. 4:30;0,000;W;E (1);
2018.08.18. 4:45;0,000;W;E (1);
2018.08.18. 5:00;0,000;W;E (1);
2018.08.18. 5:15;0,000;W;E (1);
2018.08.18. 5:30;0,000;W;E (1);
2018.08.18. 5:45;0,000;W;E (1);
2018.08.18. 6:00;0,399;W;E (1);
2018.08.18. 6:15;3,692;W;E (1);
2018.08.18. 6:30;9,279;W;E (1);
2018.08.18. 6:45;17,162;W;E (1);
2018.08.18. 7:00;28,436;W;E (1);
2018.08.18. 7:15;42,705;W;E (1);
2018.08.18. 7:30;59,268;W;E (1);
2018.08.18. 7:45;76,729;W;E (1);
2018.08.18. 8:00;96,784;W;E (1);
2018.08.18. 8:15;118,436;W;E (1);
2018.08.18. 8:30;140,786;W;E (1);
2018.08.18. 8:45;161,939;W;E (1);
2018.08.18. 9:00;182,892;W;E (1);
2018.08.18. 9:15;203,646;W;E (1);
2018.08.18. 9:30;224,700;W;E (1);
2018.08.18. 9:45;244,456;W;E (1);
2018.08.18. 10:00;260,719;W;E (1);
2018.08.18. 10:15;280,276;W;E (1);
2018.08.18. 10:30;297,038;W;E (1);
2018.08.18. 10:45;309,311;W;E (1);
2018.08.18. 11:00;322,382;W;E (1);
2018.08.18. 11:15;332,160;W;E (1);
2018.08.18. 11:30;341,938;W;E (1);
2018.08.18. 11:45;350,519;W;E (1);
2018.08.18. 12:00;355,708;W;E (1);
2018.08.18. 12:15;362,492;W;E (1);
2018.08.18. 12:30;369,876;W;E (1);
2018.08.18. 12:45;387,537;W;E (1);
2018.08.18. 13:00;354,810;W;E (1);
2018.08.18. 13:15;405,596;W;E (1);
2018.08.18. 13:30;408,490;W;E (1);
2018.08.18. 13:45;386,240;W;E (1);
2018.08.18. 14:00;400,308;W;E (1);
2018.08.18. 14:15;277,482;W;E (1);
2018.08.18. 14:30;203,746;W;E (1);
2018.08.18. 14:45;196,362;W;E (1);
2018.08.18. 15:00;283,768;W;E (1);
2018.08.18. 15:15;243,358;W;E (1);
2018.08.18. 15:30;175,309;W;E (1);
2018.08.18. 15:45;249,544;W;E (1);
2018.08.18. 16:00;206,939;W;E (1);
2018.08.18. 16:15;112,749;W;E (1);
2018.08.18. 16:30;103,370;W;E (1);
2018.08.18. 16:45;108,259;W;E (1);
2018.08.18. 17:00;104,367;W;E (1);
2018.08.18. 17:15;89,002;W;E (1);
2018.08.18. 17:30;141,584;W;E (1);
2018.08.18. 17:45;119,933;W;E (1);
2018.08.18. 18:00;87,106;W;E (1);
2018.08.18. 18:15;56,674;W;E (1);
2018.08.18. 18:30;40,510;W;E (1);
2018.08.18. 18:45;30,931;W;E (1);
2018.08.18. 19:00;26,840;W;E (1);
2018.08.18. 19:15;19,157;W;E (1);
2018.08.18. 19:30;11,075;W;E (1);
2018.08.18. 19:45;4,190;W;E (1);
2018.08.18. 20:00;0,199;W;E (1);
2018.08.18. 20:15;0,000;W;E (1);
2018.08.18. 20:30;0,000;W;E (1);
2018.08.18. 20:45;0,000;W;E (1);
2018.08.18. 21:00;0,000;W;E (1);
2018.08.18. 21:15;0,000;W;E (1);
2018.08.18. 21:30;0,000;W;E (1);
2018.08.18. 21:45;0,000;W;E (1);
2018.08.18. 22:00;0,000;W;E (1);
2018.08.18. 22:15;0,000;W;E (1);
2018.08.18. 22:30;0,000;W;E (1);
2018.08.18. 22:45;0,000;W;E (1);
2018.08.18. 23:00;0,000;W;E (1);
2018.08.18. 23:15;0,000;W;E (1);
2018.08.18. 23:30;0,000;W;E (1);
2018.08.18. 23:45;0,000;W;E (1);
2018.08.19. 0:00;0,000;W;E (1);
2018.08.19. 0:15;0,000;W;E (1);
2018.08.19. 0:30;0,000;W;E (1);
2018.08.19. 0:45;0,000;W;E (1);
2018.08.19. 1:00;0,000;W;E (1);
2018.08.19. 1:15;0,000;W;E (1);
2018.08.19. 1:30;0,000;W;E (1);
2018.08.19. 1:45;0,000;W;E (1);
2018.08.19. 2:00;0,000;W;E (1);
2018.08.19. 2:15;0,000;W;E (1);
2018.08.19. 2:30;0,000;W;E (1);
2018.08.19. 2:45;0,000;W;E (1);
2018.08.19. 3:00;0,000;W;E (1);
2018.08.19. 3:15;0,000;W;E (1);
2018.08.19. 3:30;0,000;W;E (1);
2018.08.19. 3:45;0,000;W;E (1);
2018.08.19. 4:00;0,000;W;E (1);
2018.08.19. 4:15;0,000;W;E (1);
2018.08.19. 4:30;0,000;W;E (1);
2018.08.19. 4:45;0,000;W;E (1);
2018.08.19. 5:00;0,000;W;E (1);
2018.08.19. 5:15;0,000;W;E (1);
2018.08.19. 5:30;0,000;W;E (1);
2018.08.19. 5:45;0,000;W;E (1);
2018.08.19. 6:00;0,299;W;E (1);
2018.08.19. 6:15;3,292;W;E (1);
2018.08.19. 6:30;8,680;W;E (1);
2018.08.19. 6:45;16,264;W;E (1);
2018.08.19. 7:00;26,640;W;E (1);
2018.08.19. 7:15;39,811;W;E (1);
2018.08.19. 7:30;56,175;W;E (1);
2018.08.19. 7:45;74,234;W;E (1);
2018.08.19. 8:00;93,791;W;E (1);
2018.08.19. 8:15;115,243;W;E (1);
2018.08.19. 8:30;136,596;W;E (1);
2018.08.19. 8:45;157,449;W;E (1);
2018.08.19. 9:00;180,797;W;E (1);
2018.08.19. 9:15;201,750;W;E (1);
2018.08.19. 9:30;221,906;W;E (1);
2018.08.19. 9:45;240,464;W;E (1);
2018.08.19. 10:00;258,824;W;E (1);
2018.08.19. 10:15;274,488;W;E (1);
2018.08.19. 10:30;288,657;W;E (1);
2018.08.19. 10:45;303,324;W;E (1);
2018.08.19. 11:00;315,896;W;E (1);
2018.08.19. 11:15;329,566;W;E (1);
2018.08.19. 11:30;346,728;W;E (1);
2018.08.19. 11:45;352,714;W;E (1);
2018.08.19. 12:00;354,810;W;E (1);
2018.08.19. 12:15;357,404;W;E (1);
2018.08.19. 12:30;361,794;W;E (1);
2018.08.19. 12:45;373,268;W;E (1);
2018.08.19. 13:00;390,031;W;E (1);
2018.08.19. 13:15;395,120;W;E (1);
2018.08.19. 13:30;318,490;W;E (1);
2018.08.19. 13:45;76,529;W;E (1);
2018.08.19. 14:00;76,729;W;E (1);
2018.08.19. 14:15;74,035;W;E (1);
2018.08.19. 14:30;73,636;W;E (1);
2018.08.19. 14:45;74,733;W;E (1);
2018.08.19. 15:00;74,035;W;E (1);
2018.08.19. 15:15;78,525;W;E (1);
2018.08.19. 15:30;101,075;W;E (1);
2018.08.19. 15:45;155,653;W;E (1);
2018.08.19. 16:00;136,496;W;E (1);
2018.08.19. 16:15;131,008;W;E (1);
2018.08.19. 16:30;116,041;W;E (1);
2018.08.19. 16:45;97,483;W;E (1);
2018.08.19. 17:00;79,423;W;E (1);
2018.08.19. 17:15;69,445;W;E (1);
2018.08.19. 17:30;64,656;W;E (1);
2018.08.19. 17:45;52,782;W;E (1);
2018.08.19. 18:00;46,396;W;E (1);
2018.08.19. 18:15;40,210;W;E (1);
2018.08.19. 18:30;31,929;W;E (1);
2018.08.19. 18:45;24,545;W;E (1);
2018.08.19. 19:00;17,261;W;E (1);
2018.08.19. 19:15;10,876;W;E (1);
2018.08.19. 19:30;5,986;W;E (1);
2018.08.19. 19:45;3,193;W;E (1);
2018.08.19. 20:00;0,299;W;E (1);
2018.08.19. 20:15;0,000;W;E (1);
2018.08.19. 20:30;0,000;W;E (1);
2018.08.19. 20:45;0,000;W;E (1);
2018.08.19. 21:00;0,000;W;E (1);
2018.08.19. 21:15;0,000;W;E (1);
2018.08.19. 21:30;0,000;W;E (1);
2018.08.19. 21:45;0,000;W;E (1);
2018.08.19. 22:00;0,000;W;E (1);
2018.08.19. 22:15;0,000;W;E (1);
2018.08.19. 22:30;0,000;W;E (1);
2018.08.19. 22:45;0,000;W;E (1);
2018.08.19. 23:00;0,000;W;E (1);
2018.08.19. 23:15;0,000;W;E (1);
2018.08.19. 23:30;0,000;W;E (1);
2018.08.19. 23:45;0,000;W;E (1);
2018.08.20. 0:00;0,000;W;E (1);
2018.08.20. 0:15;0,000;W;E (1);
2018.08.20. 0:30;0,000;W;E (1);
2018.08.20. 0:45;0,000;W;E (1);
2018.08.20. 1:00;0,000;W;E (1);
2018.08.20. 1:15;0,000;W;E (1);
2018.08.20. 1:30;0,000;W;E (1);
2018.08.20. 1:45;0,100;W;E (1);
2018.08.20. 2:00;0,000;W;E (1);
2018.08.20. 2:15;0,000;W;E (1);
2018.08.20. 2:30;0,000;W;E (1);
2018.08.20. 2:45;0,000;W;E (1);
2018.08.20. 3:00;0,000;W;E (1);
2018.08.20. 3:15;0,000;W;E (1);
2018.08.20. 3:30;0,000;W;E (1);
2018.08.20. 3:45;0,000;W;E (1);
2018.08.20. 4:00;0,000;W;E (1);
2018.08.20. 4:15;0,000;W;E (1);
2018.08.20. 4:30;0,000;W;E (1);
2018.08.20. 4:45;0,000;W;E (1);
2018.08.20. 5:00;0,000;W;E (1);
2018.08.20. 5:15;0,000;W;E (1);
2018.08.20. 5:30;0,000;W;E (1);
2018.08.20. 5:45;0,000;W;E (1);
2018.08.20. 6:00;0,199;W;E (1);
2018.08.20. 6:15;2,295;W;E (1);
2018.08.20. 6:30;7,284;W;E (1);
2018.08.20. 6:45;13,071;W;E (1);
2018.08.20. 7:00;24,645;W;E (1);
2018.08.20. 7:15;34,922;W;E (1);
2018.08.20. 7:30;52,483;W;E (1);
2018.08.20. 7:45;74,434;W;E (1);
2018.08.20. 8:00;97,084;W;E (1);
2018.08.20. 8:15;119,733;W;E (1);
2018.08.20. 8:30;143,181;W;E (1);
2018.08.20. 8:45;166,629;W;E (1);
2018.08.20. 9:00;187,881;W;E (1);
2018.08.20. 9:15;208,336;W;E (1);
2018.08.20. 9:30;227,992;W;E (1);
2018.08.20. 9:45;247,150;W;E (1);
2018.08.20. 10:00;264,411;W;E (1);
2018.08.20. 10:15;279,478;W;E (1);
2018.08.20. 10:30;293,646;W;E (1);
2018.08.20. 10:45;309,910;W;E (1);
2018.08.20. 11:00;322,781;W;E (1);
2018.08.20. 11:15;332,559;W;E (1);
2018.08.20. 11:30;342,537;W;E (1);
2018.08.20. 11:45;350,619;W;E (1);
2018.08.20. 12:00;357,504;W;E (1);
2018.08.20. 12:15;361,196;W;E (1);
2018.08.20. 12:30;365,386;W;E (1);
2018.08.20. 12:45;371,572;W;E (1);
2018.08.20. 13:00;386,340;W;E (1);
2018.08.20. 13:15;398,213;W;E (1);
2018.08.20. 13:30;325,276;W;E (1);
2018.08.20. 13:45;377,459;W;E (1);
2018.08.20. 14:00;187,382;W;E (1);
2018.08.20. 14:15;62,860;W;E (1);
2018.08.20. 14:30;107,560;W;E (1);
2018.08.20. 14:45;130,010;W;E (1);
2018.08.20. 15:00;305,619;W;E (1);
2018.08.20. 15:15;280,076;W;E (1);
2018.08.20. 15:30;320,386;W;E (1);
2018.08.20. 15:45;221,407;W;E (1);
2018.08.20. 16:00;141,285;W;E (1);
2018.08.20. 16:15;121,230;W;E (1);
2018.08.20. 16:30;97,483;W;E (1);
2018.08.20. 16:45;104,168;W;E (1);
2018.08.20. 17:00;85,809;W;E (1);
2018.08.20. 17:15;104,866;W;E (1);
2018.08.20. 17:30;90,798;W;E (1);
2018.08.20. 17:45;138,292;W;E (1);
2018.08.20. 18:00;108,658;W;E (1);
2018.08.20. 18:15;66,252;W;E (1);
2018.08.20. 18:30;53,880;W;E (1);
2018.08.20. 18:45;34,024;W;E (1);
2018.08.20. 19:00;21,951;W;E (1);
2018.08.20. 19:15;13,769;W;E (1);
2018.08.20. 19:30;6,685;W;E (1);
2018.08.20. 19:45;2,295;W;E (1);
2018.08.20. 20:00;0,199;W;E (1);
2018.08.20. 20:15;0,000;W;E (1);
2018.08.20. 20:30;0,000;W;E (1);
2018.08.20. 20:45;0,000;W;E (1);
2018.08.20. 21:00;0,000;W;E (1);
2018.08.20. 21:15;0,000;W;E (1);
2018.08.20. 21:30;0,000;W;E (1);
2018.08.20. 21:45;0,000;W;E (1);
2018.08.20. 22:00;0,000;W;E (1);
2018.08.20. 22:15;0,000;W;E (1);
2018.08.20. 22:30;0,000;W;E (1);
2018.08.20. 22:45;0,000;W;E (1);
2018.08.20. 23:00;0,000;W;E (1);
2018.08.20. 23:15;0,000;W;E (1);
2018.08.20. 23:30;0,000;W;E (1);
2018.08.20. 23:45;0,000;W;E (1);
2018.08.21. 0:00;0,000;W;E (1);
2018.08.21. 0:15;0,000;W;E (1);
2018.08.21. 0:30;0,000;W;E (1);
2018.08.21. 0:45;0,000;W;E (1);
2018.08.21. 1:00;0,000;W;E (1);
2018.08.21. 1:15;0,000;W;E (1);
2018.08.21. 1:30;0,000;W;E (1);
2018.08.21. 1:45;0,000;W;E (1);
2018.08.21. 2:00;0,000;W;E (1);
2018.08.21. 2:15;0,000;W;E (1);
2018.08.21. 2:30;0,000;W;E (1);
2018.08.21. 2:45;0,000;W;E (1);
2018.08.21. 3:00;0,000;W;E (1);
2018.08.21. 3:15;0,000;W;E (1);
2018.08.21. 3:30;0,000;W;E (1);
2018.08.21. 3:45;0,000;W;E (1);
2018.08.21. 4:00;0,000;W;E (1);
2018.08.21. 4:15;0,000;W;E (1);
2018.08.21. 4:30;0,000;W;E (1);
2018.08.21. 4:45;0,000;W;E (1);
2018.08.21. 5:00;0,000;W;E (1);
2018.08.21. 5:15;0,000;W;E (1);
2018.08.21. 5:30;0,000;W;E (1);
2018.08.21. 5:45;0,000;W;E (1);
2018.08.21. 6:00;0,100;W;E (1);
2018.08.21. 6:15;2,694;W;E (1);
2018.08.21. 6:30;7,683;W;E (1);
2018.08.21. 6:45;16,064;W;E (1);
2018.08.21. 7:00;28,935;W;E (1);
2018.08.21. 7:15;40,709;W;E (1);
2018.08.21. 7:30;56,374;W;E (1);
2018.08.21. 7:45;74,035;W;E (1);
2018.08.21. 8:00;93,891;W;E (1);
2018.08.21. 8:15;113,946;W;E (1);
2018.08.21. 8:30;136,895;W;E (1);
2018.08.21. 8:45;160,343;W;E (1);
2018.08.21. 9:00;178,502;W;E (1);
2018.08.21. 9:15;202,449;W;E (1);
2018.08.21. 9:30;224,001;W;E (1);
2018.08.21. 9:45;243,757;W;E (1);
2018.08.21. 10:00;262,715;W;E (1);
2018.08.21. 10:15;277,083;W;E (1);
2018.08.21. 10:30;294,744;W;E (1);
2018.08.21. 10:45;309,012;W;E (1);
2018.08.21. 11:00;322,282;W;E (1);
2018.08.21. 11:15;331,761;W;E (1);
2018.08.21. 11:30;338,746;W;E (1);
2018.08.21. 11:45;344,034;W;E (1);
2018.08.21. 12:00;352,614;W;E (1);
2018.08.21. 12:15;356,306;W;E (1);
2018.08.21. 12:30;357,703;W;E (1);
2018.08.21. 12:45;363,490;W;E (1);
2018.08.21. 13:00;364,189;W;E (1);
2018.08.21. 13:15;362,892;W;E (1);
2018.08.21. 13:30;394,820;W;E (1);
2018.08.21. 13:45;184,190;W;E (1);
2018.08.21. 14:00;33,924;W;E (1);
2018.08.21. 14:15;22,150;W;E (1);
2018.08.21. 14:30;30,532;W;E (1);
2018.08.21. 14:45;59,368;W;E (1);
2018.08.21. 15:00;99,678;W;E (1);
2018.08.21. 15:15;113,248;W;E (1);
2018.08.21. 15:30;113,347;W;E (1);
2018.08.21. 15:45;71,840;W;E (1);
2018.08.21. 16:00;46,396;W;E (1);
2018.08.21. 16:15;27,638;W;E (1);
2018.08.21. 16:30;24,246;W;E (1);
2018.08.21. 16:45;26,142;W;E (1);
2018.08.21. 17:00;45,498;W;E (1);
2018.08.21. 17:15;53,181;W;E (1);
2018.08.21. 17:30;38,314;W;E (1);
2018.08.21. 17:45;31,430;W;E (1);
2018.08.21. 18:00;39,113;W;E (1);
2018.08.21. 18:15;40,510;W;E (1);
2018.08.21. 18:30;25,343;W;E (1);
2018.08.21. 18:45;19,257;W;E (1);
2018.08.21. 19:00;15,765;W;E (1);
2018.08.21. 19:15;5,986;W;E (1);
2018.08.21. 19:30;3,193;W;E (1);
2018.08.21. 19:45;1,796;W;E (1);
2018.08.21. 20:00;0,100;W;E (1);
2018.08.21. 20:15;0,000;W;E (1);
2018.08.21. 20:30;0,000;W;E (1);
2018.08.21. 20:45;0,000;W;E (1);
2018.08.21. 21:00;0,000;W;E (1);
2018.08.21. 21:15;0,000;W;E (1);
2018.08.21. 21:30;0,000;W;E (1);
2018.08.21. 21:45;0,000;W;E (1);
2018.08.21. 22:00;0,000;W;E (1);
2018.08.21. 22:15;0,000;W;E (1);
2018.08.21. 22:30;0,000;W;E (1);
2018.08.21. 22:45;0,000;W;E (1);
2018.08.21. 23:00;0,000;W;E (1);
2018.08.21. 23:15;0,000;W;E (1);
2018.08.21. 23:30;0,000;W;E (1);
2018.08.21. 23:45;0,000;W;E (1);
2018.08.22. 0:00;0,000;W;E (1);
2018.08.22. 0:15;0,000;W;E (1);
2018.08.22. 0:30;0,000;W;E (1);
2018.08.22. 0:45;0,000;W;E (1);
2018.08.22. 1:00;0,000;W;E (1);
2018.08.22. 1:15;0,000;W;E (1);
2018.08.22. 1:30;0,000;W;E (1);
2018.08.22. 1:45;0,000;W;E (1);
2018.08.22. 2:00;0,000;W;E (1);
2018.08.22. 2:15;0,000;W;E (1);
2018.08.22. 2:30;0,000;W;E (1);
2018.08.22. 2:45;0,000;W;E (1);
2018.08.22. 3:00;0,000;W;E (1);
2018.08.22. 3:15;0,000;W;E (1);
2018.08.22. 3:30;0,000;W;E (1);
2018.08.22. 3:45;0,000;W;E (1);
2018.08.22. 4:00;0,000;W;E (1);
2018.08.22. 4:15;0,000;W;E (1);
2018.08.22. 4:30;0,000;W;E (1);
2018.08.22. 4:45;0,000;W;E (1);
2018.08.22. 5:00;0,000;W;E (1);
2018.08.22. 5:15;0,000;W;E (1);
2018.08.22. 5:30;0,000;W;E (1);
2018.08.22. 5:45;0,000;W;E (1);
2018.08.22. 6:00;0,100;W;E (1);
2018.08.22. 6:15;2,394;W;E (1);
2018.08.22. 6:30;7,284;W;E (1);
2018.08.22. 6:45;14,368;W;E (1);
2018.08.22. 7:00;24,645;W;E (1);
2018.08.22. 7:15;38,714;W;E (1);
2018.08.22. 7:30;55,177;W;E (1);
2018.08.22. 7:45;72,937;W;E (1);
2018.08.22. 8:00;92,793;W;E (1);
2018.08.22. 8:15;114,944;W;E (1);
2018.08.22. 8:30;138,292;W;E (1);
2018.08.22. 8:45;160,742;W;E (1);
2018.08.22. 9:00;181,895;W;E (1);
2018.08.22. 9:15;201,252;W;E (1);
2018.08.22. 9:30;220,708;W;E (1);
2018.08.22. 9:45;238,668;W;E (1);
2018.08.22. 10:00;256,229;W;E (1);
2018.08.22. 10:15;273,590;W;E (1);
2018.08.22. 10:30;286,961;W;E (1);
2018.08.22. 10:45;301,828;W;E (1);
2018.08.22. 11:00;314,000;W;E (1);
2018.08.22. 11:15;323,180;W;E (1);
2018.08.22. 11:30;331,262;W;E (1);
2018.08.22. 11:45;342,038;W;E (1);
2018.08.22. 12:00;359,400;W;E (1);
2018.08.22. 12:15;368,579;W;E (1);
2018.08.22. 12:30;371,373;W;E (1);
2018.08.22. 12:45;372,870;W;E (1);
2018.08.22. 13:00;301,428;W;E (1);
2018.08.22. 13:15;355,708;W;E (1);
2018.08.22. 13:30;385,641;W;E (1);
2018.08.22. 13:45;392,925;W;E (1);
2018.08.22. 14:00;390,730;W;E (1);
2018.08.22. 14:15;386,738;W;E (1);
2018.08.22. 14:30;382,847;W;E (1);
2018.08.22. 14:45;379,455;W;E (1);
2018.08.22. 15:00;365,785;W;E (1);
2018.08.22. 15:15;357,005;W;E (1);
2018.08.22. 15:30;352,714;W;E (1);
2018.08.22. 15:45;331,861;W;E (1);
2018.08.22. 16:00;322,681;W;E (1);
2018.08.22. 16:15;309,810;W;E (1);
2018.08.22. 16:30;144,278;W;E (1);
2018.08.22. 16:45;65,554;W;E (1);
2018.08.22. 17:00;105,365;W;E (1);
2018.08.22. 17:15;131,407;W;E (1);
