 MAVIR MKp - Adatok letõltése;
;
Létrehozás dátuma: 2019.06.04.;
Létrehozás idõpontja: 8:52;
Adatok letõltése az alábbi helyrõl:;EONEROMU;
;
Mérési pont ID + Mutatószám(ok);
1: HU000120B11-U-NAPE-SZIGVA-0400-32 // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) (DPID: 16691) // 2.29.99.128  TG15 A-;

Egyedi értékek;
Mérési idõszak (perc);15;;;;
Mennyiségi egység;kW;;;;
Dátum / idõ;1. Adatsor;Állapot;Hihetoség;
2019.04.12. 9:45;12,572;W;E (1);
2019.04.12. 10:00;9,179;W;E (1);
2019.04.12. 10:15;11,374;W;E (1);
2019.04.12. 10:30;14,168;W;E (1);
2019.04.12. 10:45;17,960;W;E (1);
2019.04.12. 11:00;23,847;W;E (1);
2019.04.12. 11:15;27,538;W;E (1);
2019.04.12. 11:30;32,627;W;E (1);
2019.04.12. 11:45;35,022;W;E (1);
2019.04.12. 12:00;40,510;W;E (1);
2019.04.12. 12:15;53,181;W;E (1);
2019.04.12. 12:30;57,272;W;E (1);
2019.04.12. 12:45;52,084;W;E (1);
2019.04.12. 13:00;41,507;W;E (1);
2019.04.12. 13:15;36,219;W;E (1);
2019.04.12. 13:30;34,822;W;E (1);
2019.04.12. 13:45;34,224;W;E (1);
2019.04.12. 14:00;40,110;W;E (1);
2019.04.12. 14:15;43,802;W;E (1);
2019.04.12. 14:30;40,011;W;E (1);
2019.04.12. 14:45;40,310;W;E (1);
2019.04.12. 15:00;35,920;W;E (1);
2019.04.12. 15:15;33,525;W;E (1);
2019.04.12. 15:30;27,339;W;E (1);
2019.04.12. 15:45;24,046;W;E (1);
2019.04.12. 16:00;21,751;W;E (1);
2019.04.12. 16:15;16,563;W;E (1);
2019.04.12. 16:30;14,468;W;E (1);
2019.04.12. 16:45;15,864;W;E (1);
2019.04.12. 17:00;16,164;W;E (1);
2019.04.12. 17:15;15,864;W;E (1);
2019.04.12. 17:30;10,876;W;E (1);
2019.04.12. 17:45;9,279;W;E (1);
2019.04.12. 18:00;4,689;W;E (1);
2019.04.12. 18:15;2,794;W;E (1);
2019.04.12. 18:30;2,494;W;E (1);
2019.04.12. 18:45;1,297;W;E (1);
2019.04.12. 19:00;0,100;W;E (1);
2019.04.12. 19:15;0,000;W;E (1);
2019.04.12. 19:30;0,000;W;E (1);
2019.04.12. 19:45;0,000;W;E (1);
2019.04.12. 20:00;0,000;W;E (1);
2019.04.12. 20:15;0,000;W;E (1);
2019.04.12. 20:30;0,000;W;E (1);
2019.04.12. 20:45;0,000;W;E (1);
2019.04.12. 21:00;0,000;W;E (1);
2019.04.12. 21:15;0,000;W;E (1);
2019.04.12. 21:30;0,000;W;E (1);
2019.04.12. 21:45;0,000;W;E (1);
2019.04.12. 22:00;0,000;W;E (1);
2019.04.12. 22:15;0,000;W;E (1);
2019.04.12. 22:30;0,000;W;E (1);
2019.04.12. 22:45;0,000;W;E (1);
2019.04.12. 23:00;0,000;W;E (1);
2019.04.12. 23:15;0,000;W;E (1);
2019.04.12. 23:30;0,000;W;E (1);
2019.04.12. 23:45;0,000;W;E (1);
2019.04.13. 0:00;0,000;W;E (1);
2019.04.13. 0:15;0,000;W;E (1);
2019.04.13. 0:30;0,000;W;E (1);
2019.04.13. 0:45;0,000;W;E (1);
2019.04.13. 1:00;0,000;W;E (1);
2019.04.13. 1:15;0,000;W;E (1);
2019.04.13. 1:30;0,000;W;E (1);
2019.04.13. 1:45;0,000;W;E (1);
2019.04.13. 2:00;0,000;W;E (1);
2019.04.13. 2:15;0,000;W;E (1);
2019.04.13. 2:30;0,000;W;E (1);
2019.04.13. 2:45;0,000;W;E (1);
2019.04.13. 3:00;0,000;W;E (1);
2019.04.13. 3:15;0,000;W;E (1);
2019.04.13. 3:30;0,000;W;E (1);
2019.04.13. 3:45;0,000;W;E (1);
2019.04.13. 4:00;0,000;W;E (1);
2019.04.13. 4:15;0,000;W;E (1);
2019.04.13. 4:30;0,000;W;E (1);
2019.04.13. 4:45;0,000;W;E (1);
2019.04.13. 5:00;0,000;W;E (1);
2019.04.13. 5:15;0,000;W;E (1);
2019.04.13. 5:30;0,000;W;E (1);
2019.04.13. 5:45;0,000;W;E (1);
2019.04.13. 6:00;0,000;W;E (1);
2019.04.13. 6:15;0,000;W;E (1);
2019.04.13. 6:30;0,000;W;E (1);
2019.04.13. 6:45;0,299;W;E (1);
2019.04.13. 7:00;1,496;W;E (1);
2019.04.13. 7:15;2,295;W;E (1);
2019.04.13. 7:30;4,390;W;E (1);
2019.04.13. 7:45;8,581;W;E (1);
2019.04.13. 8:00;8,780;W;E (1);
2019.04.13. 8:15;10,476;W;E (1);
2019.04.13. 8:30;25,244;W;E (1);
2019.04.13. 8:45;32,527;W;E (1);
2019.04.13. 9:00;31,330;W;E (1);
2019.04.13. 9:15;31,530;W;E (1);
2019.04.13. 9:30;45,498;W;E (1);
2019.04.13. 9:45;49,090;W;E (1);
2019.04.13. 10:00;50,288;W;E (1);
2019.04.13. 10:15;50,188;W;E (1);
2019.04.13. 10:30;39,811;W;E (1);
2019.04.13. 10:45;51,884;W;E (1);
2019.04.13. 11:00;39,312;W;E (1);
2019.04.13. 11:15;31,130;W;E (1);
2019.04.13. 11:30;33,226;W;E (1);
2019.04.13. 11:45;30,632;W;E (1);
2019.04.13. 12:00;34,124;W;E (1);
2019.04.13. 12:15;41,607;W;E (1);
2019.04.13. 12:30;62,161;W;E (1);
2019.04.13. 12:45;66,651;W;E (1);
2019.04.13. 13:00;90,199;W;E (1);
2019.04.13. 13:15;80,720;W;E (1);
2019.04.13. 13:30;65,354;W;E (1);
2019.04.13. 13:45;59,368;W;E (1);
2019.04.13. 14:00;64,955;W;E (1);
2019.04.13. 14:15;57,971;W;E (1);
2019.04.13. 14:30;52,782;W;E (1);
2019.04.13. 14:45;44,700;W;E (1);
2019.04.13. 15:00;33,226;W;E (1);
2019.04.13. 15:15;30,332;W;E (1);
2019.04.13. 15:30;33,725;W;E (1);
2019.04.13. 15:45;23,148;W;E (1);
2019.04.13. 16:00;19,856;W;E (1);
2019.04.13. 16:15;21,751;W;E (1);
2019.04.13. 16:30;17,461;W;E (1);
2019.04.13. 16:45;18,658;W;E (1);
2019.04.13. 17:00;21,053;W;E (1);
2019.04.13. 17:15;20,454;W;E (1);
2019.04.13. 17:30;17,860;W;E (1);
2019.04.13. 17:45;15,964;W;E (1);
2019.04.13. 18:00;11,574;W;E (1);
2019.04.13. 18:15;9,279;W;E (1);
2019.04.13. 18:30;5,188;W;E (1);
2019.04.13. 18:45;2,295;W;E (1);
2019.04.13. 19:00;0,698;W;E (1);
2019.04.13. 19:15;0,100;W;E (1);
2019.04.13. 19:30;0,000;W;E (1);
2019.04.13. 19:45;0,000;W;E (1);
2019.04.13. 20:00;0,000;W;E (1);
2019.04.13. 20:15;0,000;W;E (1);
2019.04.13. 20:30;0,000;W;E (1);
2019.04.13. 20:45;0,000;W;E (1);
2019.04.13. 21:00;0,000;W;E (1);
2019.04.13. 21:15;0,000;W;E (1);
2019.04.13. 21:30;0,000;W;E (1);
2019.04.13. 21:45;0,000;W;E (1);
2019.04.13. 22:00;0,000;W;E (1);
2019.04.13. 22:15;0,000;W;E (1);
2019.04.13. 22:30;0,000;W;E (1);
2019.04.13. 22:45;0,000;W;E (1);
2019.04.13. 23:00;0,000;W;E (1);
2019.04.13. 23:15;0,000;W;E (1);
2019.04.13. 23:30;0,000;W;E (1);
2019.04.13. 23:45;0,000;W;E (1);
2019.04.14. 0:00;0,000;W;E (1);
2019.04.14. 0:15;0,000;W;E (1);
2019.04.14. 0:30;0,000;W;E (1);
2019.04.14. 0:45;0,000;W;E (1);
2019.04.14. 1:00;0,000;W;E (1);
2019.04.14. 1:15;0,000;W;E (1);
2019.04.14. 1:30;0,000;W;E (1);
2019.04.14. 1:45;0,000;W;E (1);
2019.04.14. 2:00;0,000;W;E (1);
2019.04.14. 2:15;0,000;W;E (1);
2019.04.14. 2:30;0,000;W;E (1);
2019.04.14. 2:45;0,000;W;E (1);
2019.04.14. 3:00;0,000;W;E (1);
2019.04.14. 3:15;0,000;W;E (1);
2019.04.14. 3:30;0,000;W;E (1);
2019.04.14. 3:45;0,000;W;E (1);
2019.04.14. 4:00;0,000;W;E (1);
2019.04.14. 4:15;0,000;W;E (1);
2019.04.14. 4:30;0,000;W;E (1);
2019.04.14. 4:45;0,000;W;E (1);
2019.04.14. 5:00;0,000;W;E (1);
2019.04.14. 5:15;0,000;W;E (1);
2019.04.14. 5:30;0,000;W;E (1);
2019.04.14. 5:45;0,000;W;E (1);
2019.04.14. 6:00;0,000;W;E (1);
2019.04.14. 6:15;0,100;W;E (1);
2019.04.14. 6:30;1,896;W;E (1);
2019.04.14. 6:45;5,887;W;E (1);
2019.04.14. 7:00;8,182;W;E (1);
2019.04.14. 7:15;10,077;W;E (1);
2019.04.14. 7:30;14,966;W;E (1);
2019.04.14. 7:45;9,778;W;E (1);
2019.04.14. 8:00;6,186;W;E (1);
2019.04.14. 8:15;9,279;W;E (1);
2019.04.14. 8:30;22,250;W;E (1);
2019.04.14. 8:45;23,348;W;E (1);
2019.04.14. 9:00;18,159;W;E (1);
2019.04.14. 9:15;14,268;W;E (1);
2019.04.14. 9:30;19,456;W;E (1);
2019.04.14. 9:45;24,246;W;E (1);
2019.04.14. 10:00;46,197;W;E (1);
2019.04.14. 10:15;71,141;W;E (1);
2019.04.14. 10:30;73,336;W;E (1);
2019.04.14. 10:45;69,645;W;E (1);
2019.04.14. 11:00;34,523;W;E (1);
2019.04.14. 11:15;25,742;W;E (1);
2019.04.14. 11:30;31,629;W;E (1);
2019.04.14. 11:45;53,580;W;E (1);
2019.04.14. 12:00;54,279;W;E (1);
2019.04.14. 12:15;45,698;W;E (1);
2019.04.14. 12:30;35,022;W;E (1);
2019.04.14. 12:45;42,705;W;E (1);
2019.04.14. 13:00;50,986;W;E (1);
2019.04.14. 13:15;66,152;W;E (1);
2019.04.14. 13:30;50,886;W;E (1);
2019.04.14. 13:45;39,512;W;E (1);
2019.04.14. 14:00;118,436;W;E (1);
2019.04.14. 14:15;282,371;W;E (1);
2019.04.14. 14:30;171,518;W;E (1);
2019.04.14. 14:45;78,625;W;E (1);
2019.04.14. 15:00;55,376;W;E (1);
2019.04.14. 15:15;70,243;W;E (1);
2019.04.14. 15:30;44,401;W;E (1);
2019.04.14. 15:45;153,258;W;E (1);
2019.04.14. 16:00;148,968;W;E (1);
2019.04.14. 16:15;52,982;W;E (1);
2019.04.14. 16:30;55,077;W;E (1);
2019.04.14. 16:45;71,540;W;E (1);
2019.04.14. 17:00;141,485;W;E (1);
2019.04.14. 17:15;166,828;W;E (1);
2019.04.14. 17:30;114,644;W;E (1);
2019.04.14. 17:45;51,585;W;E (1);
2019.04.14. 18:00;44,900;W;E (1);
2019.04.14. 18:15;52,682;W;E (1);
2019.04.14. 18:30;43,303;W;E (1);
2019.04.14. 18:45;37,616;W;E (1);
2019.04.14. 19:00;23,448;W;E (1);
2019.04.14. 19:15;8,980;W;E (1);
2019.04.14. 19:30;2,394;W;E (1);
2019.04.14. 19:45;0,100;W;E (1);
2019.04.14. 20:00;0,000;W;E (1);
2019.04.14. 20:15;0,000;W;E (1);
2019.04.14. 20:30;0,000;W;E (1);
2019.04.14. 20:45;0,000;W;E (1);
2019.04.14. 21:00;0,000;W;E (1);
2019.04.14. 21:15;0,000;W;E (1);
2019.04.14. 21:30;0,000;W;E (1);
2019.04.14. 21:45;0,000;W;E (1);
2019.04.14. 22:00;0,000;W;E (1);
2019.04.14. 22:15;0,000;W;E (1);
2019.04.14. 22:30;0,000;W;E (1);
2019.04.14. 22:45;0,000;W;E (1);
2019.04.14. 23:00;0,000;W;E (1);
2019.04.14. 23:15;0,000;W;E (1);
2019.04.14. 23:30;0,000;W;E (1);
2019.04.14. 23:45;0,000;W;E (1);
2019.04.15. 0:00;0,000;W;E (1);
2019.04.15. 0:15;0,000;W;E (1);
2019.04.15. 0:30;0,000;W;E (1);
2019.04.15. 0:45;0,000;W;E (1);
2019.04.15. 1:00;0,000;W;E (1);
2019.04.15. 1:15;0,000;W;E (1);
2019.04.15. 1:30;0,000;W;E (1);
2019.04.15. 1:45;0,000;W;E (1);
2019.04.15. 2:00;0,000;W;E (1);
2019.04.15. 2:15;0,000;W;E (1);
2019.04.15. 2:30;0,000;W;E (1);
2019.04.15. 2:45;0,000;W;E (1);
2019.04.15. 3:00;0,000;W;E (1);
2019.04.15. 3:15;0,000;W;E (1);
2019.04.15. 3:30;0,000;W;E (1);
2019.04.15. 3:45;0,000;W;E (1);
2019.04.15. 4:00;0,000;W;E (1);
2019.04.15. 4:15;0,000;W;E (1);
2019.04.15. 4:30;0,000;W;E (1);
2019.04.15. 4:45;0,000;W;E (1);
2019.04.15. 5:00;0,000;W;E (1);
2019.04.15. 5:15;0,000;W;E (1);
2019.04.15. 5:30;0,000;W;E (1);
2019.04.15. 5:45;0,000;W;E (1);
2019.04.15. 6:00;0,000;W;E (1);
2019.04.15. 6:15;0,698;W;E (1);
2019.04.15. 6:30;6,585;W;E (1);
2019.04.15. 6:45;13,669;W;E (1);
2019.04.15. 7:00;17,960;W;E (1);
2019.04.15. 7:15;26,541;W;E (1);
2019.04.15. 7:30;45,997;W;E (1);
2019.04.15. 7:45;79,124;W;E (1);
2019.04.15. 8:00;120,132;W;E (1);
2019.04.15. 8:15;155,454;W;E (1);
2019.04.15. 8:30;189,677;W;E (1);
2019.04.15. 8:45;221,906;W;E (1);
2019.04.15. 9:00;253,336;W;E (1);
2019.04.15. 9:15;283,968;W;E (1);
2019.04.15. 9:30;311,706;W;E (1);
2019.04.15. 9:45;338,147;W;E (1);
2019.04.15. 10:00;360,996;W;E (1);
2019.04.15. 10:15;381,650;W;E (1);
2019.04.15. 10:30;401,306;W;E (1);
2019.04.15. 10:45;420,064;W;E (1);
2019.04.15. 11:00;438,723;W;E (1);
2019.04.15. 11:15;449,299;W;E (1);
2019.04.15. 11:30;461,073;W;E (1);
2019.04.15. 11:45;467,060;W;E (1);
2019.04.15. 12:00;470,652;W;E (1);
2019.04.15. 12:15;476,538;W;E (1);
2019.04.15. 12:30;440,618;W;E (1);
2019.04.15. 12:45;485,120;W;E (1);
2019.04.15. 13:00;482,625;W;E (1);
2019.04.15. 13:15;479,133;W;E (1);
2019.04.15. 13:30;435,530;W;E (1);
2019.04.15. 13:45;312,404;W;E (1);
2019.04.15. 14:00;425,652;W;E (1);
2019.04.15. 14:15;433,335;W;E (1);
2019.04.15. 14:30;456,583;W;E (1);
2019.04.15. 14:45;404,798;W;E (1);
2019.04.15. 15:00;403,102;W;E (1);
2019.04.15. 15:15;379,654;W;E (1);
2019.04.15. 15:30;305,120;W;E (1);
2019.04.15. 15:45;368,479;W;E (1);
2019.04.15. 16:00;317,792;W;E (1);
2019.04.15. 16:15;290,154;W;E (1);
2019.04.15. 16:30;301,129;W;E (1);
2019.04.15. 16:45;268,402;W;E (1);
2019.04.15. 17:00;234,877;W;E (1);
2019.04.15. 17:15;184,988;W;E (1);
2019.04.15. 17:30;145,376;W;E (1);
2019.04.15. 17:45;118,436;W;E (1);
2019.04.15. 18:00;88,104;W;E (1);
2019.04.15. 18:15;67,150;W;E (1);
2019.04.15. 18:30;46,596;W;E (1);
2019.04.15. 18:45;30,033;W;E (1);
2019.04.15. 19:00;17,860;W;E (1);
2019.04.15. 19:15;10,676;W;E (1);
2019.04.15. 19:30;4,490;W;E (1);
2019.04.15. 19:45;0,399;W;E (1);
2019.04.15. 20:00;0,000;W;E (1);
2019.04.15. 20:15;0,000;W;E (1);
2019.04.15. 20:30;0,000;W;E (1);
2019.04.15. 20:45;0,000;W;E (1);
2019.04.15. 21:00;0,000;W;E (1);
2019.04.15. 21:15;0,000;W;E (1);
2019.04.15. 21:30;0,000;W;E (1);
2019.04.15. 21:45;0,000;W;E (1);
2019.04.15. 22:00;0,000;W;E (1);
2019.04.15. 22:15;0,000;W;E (1);
2019.04.15. 22:30;0,000;W;E (1);
2019.04.15. 22:45;0,000;W;E (1);
2019.04.15. 23:00;0,000;W;E (1);
2019.04.15. 23:15;0,000;W;E (1);
2019.04.15. 23:30;0,000;W;E (1);
2019.04.15. 23:45;0,000;W;E (1);
2019.04.16. 0:00;0,000;W;E (1);
2019.04.16. 0:15;0,000;W;E (1);
2019.04.16. 0:30;0,000;W;E (1);
2019.04.16. 0:45;0,000;W;E (1);
2019.04.16. 1:00;0,000;W;E (1);
2019.04.16. 1:15;0,000;W;E (1);
2019.04.16. 1:30;0,000;W;E (1);
2019.04.16. 1:45;0,000;W;E (1);
2019.04.16. 2:00;0,000;W;E (1);
2019.04.16. 2:15;0,000;W;E (1);
2019.04.16. 2:30;0,000;W;E (1);
2019.04.16. 2:45;0,000;W;E (1);
2019.04.16. 3:00;0,000;W;E (1);
2019.04.16. 3:15;0,000;W;E (1);
2019.04.16. 3:30;0,000;W;E (1);
2019.04.16. 3:45;0,000;W;E (1);
2019.04.16. 4:00;0,000;W;E (1);
2019.04.16. 4:15;0,000;W;E (1);
2019.04.16. 4:30;0,000;W;E (1);
2019.04.16. 4:45;0,000;W;E (1);
2019.04.16. 5:00;0,000;W;E (1);
2019.04.16. 5:15;0,000;W;E (1);
2019.04.16. 5:30;0,000;W;E (1);
2019.04.16. 5:45;0,000;W;E (1);
2019.04.16. 6:00;0,000;W;E (1);
2019.04.16. 6:15;1,796;W;E (1);
2019.04.16. 6:30;6,984;W;E (1);
2019.04.16. 6:45;15,465;W;E (1);
2019.04.16. 7:00;31,530;W;E (1);
2019.04.16. 7:15;49,988;W;E (1);
2019.04.16. 7:30;69,944;W;E (1);
2019.04.16. 7:45;99,678;W;E (1);
2019.04.16. 8:00;132,704;W;E (1);
2019.04.16. 8:15;166,030;W;E (1);
2019.04.16. 8:30;198,857;W;E (1);
2019.04.16. 8:45;232,183;W;E (1);
2019.04.16. 9:00;263,613;W;E (1);
2019.04.16. 9:15;291,750;W;E (1);
2019.04.16. 9:30;318,191;W;E (1);
2019.04.16. 9:45;343,834;W;E (1);
2019.04.16. 10:00;368,878;W;E (1);
2019.04.16. 10:15;390,530;W;E (1);
2019.04.16. 10:30;409,288;W;E (1);
2019.04.16. 10:45;424,355;W;E (1);
2019.04.16. 11:00;438,124;W;E (1);
2019.04.16. 11:15;449,598;W;E (1);
2019.04.16. 11:30;458,778;W;E (1);
2019.04.16. 11:45;464,366;W;E (1);
2019.04.16. 12:00;467,758;W;E (1);
2019.04.16. 12:15;468,357;W;E (1);
2019.04.16. 12:30;469,454;W;E (1);
2019.04.16. 12:45;470,652;W;E (1);
2019.04.16. 13:00;470,851;W;E (1);
2019.04.16. 13:15;470,851;W;E (1);
2019.04.16. 13:30;469,554;W;E (1);
2019.04.16. 13:45;467,259;W;E (1);
2019.04.16. 14:00;464,466;W;E (1);
2019.04.16. 14:15;460,973;W;E (1);
2019.04.16. 14:30;450,297;W;E (1);
2019.04.16. 14:45;438,224;W;E (1);
2019.04.16. 15:00;420,164;W;E (1);
2019.04.16. 15:15;400,708;W;E (1);
2019.04.16. 15:30;381,550;W;E (1);
2019.04.16. 15:45;361,395;W;E (1);
2019.04.16. 16:00;340,142;W;E (1);
2019.04.16. 16:15;316,694;W;E (1);
2019.04.16. 16:30;290,453;W;E (1);
2019.04.16. 16:45;262,914;W;E (1);
2019.04.16. 17:00;233,380;W;E (1);
2019.04.16. 17:15;201,950;W;E (1);
2019.04.16. 17:30;169,023;W;E (1);
2019.04.16. 17:45;135,199;W;E (1);
2019.04.16. 18:00;104,567;W;E (1);
2019.04.16. 18:15;75,033;W;E (1);
2019.04.16. 18:30;49,390;W;E (1);
2019.04.16. 18:45;29,235;W;E (1);
2019.04.16. 19:00;16,463;W;E (1);
2019.04.16. 19:15;9,379;W;E (1);
2019.04.16. 19:30;3,991;W;E (1);
2019.04.16. 19:45;0,499;W;E (1);
2019.04.16. 20:00;0,000;W;E (1);
2019.04.16. 20:15;0,000;W;E (1);
2019.04.16. 20:30;0,000;W;E (1);
2019.04.16. 20:45;0,000;W;E (1);
2019.04.16. 21:00;0,000;W;E (1);
2019.04.16. 21:15;0,000;W;E (1);
2019.04.16. 21:30;0,000;W;E (1);
2019.04.16. 21:45;0,000;W;E (1);
2019.04.16. 22:00;0,000;W;E (1);
2019.04.16. 22:15;0,000;W;E (1);
2019.04.16. 22:30;0,000;W;E (1);
2019.04.16. 22:45;0,000;W;E (1);
2019.04.16. 23:00;0,000;W;E (1);
2019.04.16. 23:15;0,000;W;E (1);
2019.04.16. 23:30;0,000;W;E (1);
2019.04.16. 23:45;0,000;W;E (1);
2019.04.17. 0:00;0,000;W;E (1);
2019.04.17. 0:15;0,000;W;E (1);
2019.04.17. 0:30;0,000;W;E (1);
2019.04.17. 0:45;0,000;W;E (1);
2019.04.17. 1:00;0,000;W;E (1);
2019.04.17. 1:15;0,000;W;E (1);
2019.04.17. 1:30;0,000;W;E (1);
2019.04.17. 1:45;0,000;W;E (1);
2019.04.17. 2:00;0,000;W;E (1);
2019.04.17. 2:15;0,000;W;E (1);
2019.04.17. 2:30;0,000;W;E (1);
2019.04.17. 2:45;0,000;W;E (1);
2019.04.17. 3:00;0,000;W;E (1);
2019.04.17. 3:15;0,000;W;E (1);
2019.04.17. 3:30;0,000;W;E (1);
2019.04.17. 3:45;0,000;W;E (1);
2019.04.17. 4:00;0,000;W;E (1);
2019.04.17. 4:15;0,000;W;E (1);
2019.04.17. 4:30;0,000;W;E (1);
2019.04.17. 4:45;0,000;W;E (1);
2019.04.17. 5:00;0,000;W;E (1);
2019.04.17. 5:15;0,000;W;E (1);
2019.04.17. 5:30;0,000;W;E (1);
2019.04.17. 5:45;0,000;W;E (1);
2019.04.17. 6:00;0,000;W;E (1);
2019.04.17. 6:15;1,696;W;E (1);
2019.04.17. 6:30;5,687;W;E (1);
2019.04.17. 6:45;14,567;W;E (1);
2019.04.17. 7:00;27,838;W;E (1);
2019.04.17. 7:15;45,997;W;E (1);
2019.04.17. 7:30;71,840;W;E (1);
2019.04.17. 7:45;100,775;W;E (1);
2019.04.17. 8:00;130,210;W;E (1);
2019.04.17. 8:15;158,846;W;E (1);
2019.04.17. 8:30;190,476;W;E (1);
2019.04.17. 8:45;224,600;W;E (1);
2019.04.17. 9:00;255,331;W;E (1);
2019.04.17. 9:15;280,974;W;E (1);
2019.04.17. 9:30;309,710;W;E (1);
2019.04.17. 9:45;335,652;W;E (1);
2019.04.17. 10:00;361,395;W;E (1);
2019.04.17. 10:15;381,350;W;E (1);
2019.04.17. 10:30;414,976;W;E (1);
2019.04.17. 10:45;424,854;W;E (1);
2019.04.17. 11:00;424,954;W;E (1);
2019.04.17. 11:15;453,989;W;E (1);
2019.04.17. 11:30;463,568;W;E (1);
2019.04.17. 11:45;470,452;W;E (1);
2019.04.17. 12:00;473,645;W;E (1);
2019.04.17. 12:15;476,239;W;E (1);
2019.04.17. 12:30;477,237;W;E (1);
2019.04.17. 12:45;476,538;W;E (1);
2019.04.17. 13:00;478,035;W;E (1);
2019.04.17. 13:15;476,339;W;E (1);
2019.04.17. 13:30;473,944;W;E (1);
2019.04.17. 13:45;471,250;W;E (1);
2019.04.17. 14:00;467,259;W;E (1);
2019.04.17. 14:15;463,767;W;E (1);
2019.04.17. 14:30;456,583;W;E (1);
2019.04.17. 14:45;443,812;W;E (1);
2019.04.17. 15:00;427,648;W;E (1);
2019.04.17. 15:15;411,982;W;E (1);
2019.04.17. 15:30;386,539;W;E (1);
2019.04.17. 15:45;365,386;W;E (1);
2019.04.17. 16:00;346,328;W;E (1);
2019.04.17. 16:15;319,189;W;E (1);
2019.04.17. 16:30;291,650;W;E (1);
2019.04.17. 16:45;282,471;W;E (1);
2019.04.17. 17:00;224,300;W;E (1);
2019.04.17. 17:15;198,558;W;E (1);
2019.04.17. 17:30;170,520;W;E (1);
2019.04.17. 17:45;135,598;W;E (1);
2019.04.17. 18:00;102,571;W;E (1);
2019.04.17. 18:15;78,126;W;E (1);
2019.04.17. 18:30;53,181;W;E (1);
2019.04.17. 18:45;32,926;W;E (1);
2019.04.17. 19:00;17,361;W;E (1);
2019.04.17. 19:15;10,177;W;E (1);
2019.04.17. 19:30;2,195;W;E (1);
2019.04.17. 19:45;0,000;W;E (1);
2019.04.17. 20:00;0,000;W;E (1);
2019.04.17. 20:15;0,000;W;E (1);
2019.04.17. 20:30;0,000;W;E (1);
2019.04.17. 20:45;0,000;W;E (1);
2019.04.17. 21:00;0,000;W;E (1);
2019.04.17. 21:15;0,000;m;E (1);
2019.04.17. 21:30;0,000;W;E (1);
2019.04.17. 21:45;0,000;W;E (1);
2019.04.17. 22:00;0,000;W;E (1);
2019.04.17. 22:15;0,000;W;E (1);
2019.04.17. 22:30;0,000;W;E (1);
2019.04.17. 22:45;0,000;W;E (1);
2019.04.17. 23:00;0,000;W;E (1);
2019.04.17. 23:15;0,000;W;E (1);
2019.04.17. 23:30;0,000;W;E (1);
2019.04.17. 23:45;0,000;W;E (1);
2019.04.18. 0:00;0,000;W;E (1);
2019.04.18. 0:15;0,000;W;E (1);
2019.04.18. 0:30;0,000;W;E (1);
2019.04.18. 0:45;0,000;W;E (1);
2019.04.18. 1:00;0,000;W;E (1);
2019.04.18. 1:15;0,000;W;E (1);
2019.04.18. 1:30;0,000;W;E (1);
2019.04.18. 1:45;0,000;W;E (1);
2019.04.18. 2:00;0,000;W;E (1);
2019.04.18. 2:15;0,000;W;E (1);
2019.04.18. 2:30;0,000;W;E (1);
2019.04.18. 2:45;0,000;W;E (1);
2019.04.18. 3:00;0,000;W;E (1);
2019.04.18. 3:15;0,000;W;E (1);
2019.04.18. 3:30;0,000;W;E (1);
2019.04.18. 3:45;0,000;W;E (1);
2019.04.18. 4:00;0,000;W;E (1);
2019.04.18. 4:15;0,000;W;E (1);
2019.04.18. 4:30;0,000;W;E (1);
2019.04.18. 4:45;0,000;W;E (1);
2019.04.18. 5:00;0,000;W;E (1);
2019.04.18. 5:15;0,000;W;E (1);
2019.04.18. 5:30;0,000;W;E (1);
2019.04.18. 5:45;0,000;W;E (1);
2019.04.18. 6:00;0,199;W;E (1);
2019.04.18. 6:15;2,494;W;E (1);
2019.04.18. 6:30;7,284;W;E (1);
2019.04.18. 6:45;13,270;W;E (1);
2019.04.18. 7:00;25,044;W;E (1);
2019.04.18. 7:15;47,294;W;E (1);
2019.04.18. 7:30;74,434;W;E (1);
2019.04.18. 7:45;104,966;W;E (1);
2019.04.18. 8:00;138,392;W;E (1);
2019.04.18. 8:15;141,385;W;E (1);
2019.04.18. 8:30;220,110;W;E (1);
2019.04.18. 8:45;245,653;W;E (1);
2019.04.18. 9:00;272,792;W;E (1);
2019.04.18. 9:15;298,834;W;E (1);
2019.04.18. 9:30;326,572;W;E (1);
2019.04.18. 9:45;349,222;W;E (1);
2019.04.18. 10:00;376,860;W;E (1);
2019.04.18. 10:15;400,608;W;E (1);
2019.04.18. 10:30;423,158;W;E (1);
2019.04.18. 10:45;441,417;W;E (1);
2019.04.18. 11:00;454,188;W;E (1);
2019.04.18. 11:15;147,372;W;E (1);
2019.04.18. 11:30;128,514;W;E (1);
2019.04.18. 11:45;87,305;W;E (1);
2019.04.18. 12:00;61,962;W;E (1);
2019.04.18. 12:15;109,157;W;E (1);
2019.04.18. 12:30;119,035;W;E (1);
2019.04.18. 12:45;219,710;W;E (1);
2019.04.18. 13:00;378,856;W;E (1);
2019.04.18. 13:15;371,972;W;E (1);
2019.04.18. 13:30;311,706;W;E (1);
2019.04.18. 13:45;235,176;W;E (1);
2019.04.18. 14:00;215,320;W;E (1);
2019.04.18. 14:15;261,916;W;E (1);
